Individual	DateOfCapture	LitterSize	Size	Hornlength	Bodymass	Glizz	SexualActivity	Sex	Family
39	98	8	-0.047917701	-0.502208137	0.308009808	-0.047917701	1	female	McBludgeon
39	100	8	0.766916091	-0.723699562	0.35734312	0.766916091	1	female	McBludgeon
40	10	8	-0.076991441	-0.919341637	0.085097131	-0.076991441	1	female	McBludgeon
40	37	8	-0.352980235	-0.860625956	0.371090149	-0.352980235	1	female	McBludgeon
40	38	8	-0.112376719	-1.011812241	0.251226043	-0.112376719	1	female	McBludgeon
41	70	8	0.541784656	-1.38035652	-0.760380555	0.541784656	1	female	Littlehorn
41	79	8	1.431322775	-0.879103193	0.122590645	1.431322775	1	female	Littlehorn
42	30	8	1.600335133	-1.192432906	0.04303705	1.600335133	1	female	Littlehorn
43	23	8	0.801617539	1.530093417	-0.574332808	0.801617539	4	female	Littlehorn
43	24	8	0.111015984	-0.918075332	-0.318143838	0.111015984	1	female	Littlehorn
43	35	8	0.270976577	0.327640741	-0.921557762	0.270976577	2	female	Littlehorn
43	37	8	-0.42429498	-0.860625956	-0.509397588	-0.42429498	1	female	Littlehorn
43	38	8	-0.818127645	-1.011812241	-0.994536949	-0.818127645	1	female	Littlehorn
43	45	8	-0.230133916	-0.472798559	-0.700809291	-0.230133916	2	female	Littlehorn
43	55	8	0.22816216	-0.104531934	-0.361395854	0.22816216	2	female	Littlehorn
43	64	8	-0.862396168	-0.582363557	-1.232665605	-0.862396168	1	female	Littlehorn
43	70	8	-0.721636399	-1.38035652	-1.012832507	-0.721636399	1	female	Littlehorn
43	85	8	-0.219806236	-0.762366823	-0.871652549	-0.219806236	1	female	Littlehorn
43	87	8	-0.047108973	-0.87651321	-0.558376562	-0.047108973	1	female	Littlehorn
11	39	9	1.025081995	-2.017371739	-1.397520413	1.025081995	0	female	Ravenblack
14	3	9	0.723268193	-1.704059553	-0.201969478	0.723268193	0	female	Ravenblack
31	28	9	1.215772861	-0.920010942	0.991117047	1.215772861	1	female	McBludgeon
31	38	9	1.553479688	-1.011812241	1.034155766	1.553479688	1	female	McBludgeon
35	30	9	1.709559875	-1.192432906	0.243789967	1.709559875	1	female	McBludgeon
36	30	9	1.090765902	-1.192432906	3.580230296	1.090765902	1	female	McBludgeon
36	39	9	-2.510902012	-2.017371739	1.395926229	-2.510902012	0	female	McBludgeon
36	66	9	0.001114186	-0.92147458	2.202136627	0.001114186	1	female	McBludgeon
39	61	9	0.237909779	-1.72273929	1.229741021	0.237909779	0	female	McBludgeon
43	54	9	-0.725519081	-2.266015122	-0.6570964	-0.725519081	0	female	Littlehorn
43	56	9	1.034579099	0.452232528	-0.069352941	1.034579099	2	female	Littlehorn
36	54	10	-0.353070193	-2.266015122	3.45839106	-0.353070193	0	female	McBludgeon
21	2	NA	1.559357279	0.658228758	-0.121138933	1.559357279	3	female	Buckwheat
21	6	NA	-0.827770303	0.53526369	-0.249103875	-0.827770303	3	female	Buckwheat
21	9	NA	-0.480665849	0.916977091	-0.68687383	-0.480665849	3	female	Buckwheat
21	11	NA	0.253060328	0.315073242	-0.089007903	0.253060328	2	female	Buckwheat
21	18	NA	-1.336203392	1.420853205	-0.355784292	-1.336203392	3	female	Buckwheat
21	26	NA	0.409364871	0.472105747	-0.060581723	0.409364871	2	female	Buckwheat
21	40	NA	0.402471222	-0.560295417	0.1646336	0.402471222	1	female	Buckwheat
21	55	NA	0.027279846	-0.104531934	-0.059221903	0.027279846	2	female	Buckwheat
21	56	NA	-0.099488448	0.452232528	-0.181579848	-0.099488448	2	female	Buckwheat
21	57	NA	1.152564831	-0.520800496	0.411465811	1.152564831	1	female	Buckwheat
21	68	NA	0.26315032	1.718414285	-0.889482048	0.26315032	4	female	Buckwheat
21	69	NA	-0.638107684	0.866648514	-0.819157132	-0.638107684	3	female	Buckwheat
21	72	NA	0.117572239	-0.914980171	0.413791732	0.117572239	1	female	Buckwheat
21	79	NA	0.386990932	-0.879103193	0.152161656	0.386990932	1	female	Buckwheat
21	84	NA	0.09444022	0.288380761	-0.388665076	0.09444022	2	female	Buckwheat
21	85	NA	1.938520416	-0.762366823	0.145059514	1.938520416	1	female	Buckwheat
21	94	NA	-0.184497431	0.163716356	-0.027872198	-0.184497431	2	female	Buckwheat
21	96	NA	-1.31204592	-0.679281143	0.371594767	-1.31204592	1	female	Buckwheat
21	98	NA	0.34748546	-0.502208137	0.38244967	0.34748546	1	female	Buckwheat
21	100	NA	0.265174664	-0.723699562	0.354348061	0.265174664	1	female	Buckwheat
22	1	NA	0.742421272	2.179235276	0.269857386	0.742421272	4	female	Buckwheat
22	7	NA	1.038355723	1.209975598	1.152263478	1.038355723	3	female	Buckwheat
22	12	NA	1.285616269	-2.247798349	4.925048671	1.285616269	0	female	Buckwheat
22	21	NA	1.364560416	1.977623862	0.878245615	1.364560416	4	female	Buckwheat
22	28	NA	0.483609022	-0.920010942	3.000604642	0.483609022	1	female	Buckwheat
22	40	NA	-0.142273429	-0.560295417	1.708323748	-0.142273429	1	female	Buckwheat
22	41	NA	0.909061066	0.842550021	1.890995034	0.909061066	3	female	Buckwheat
22	63	NA	1.425124771	-0.102512508	3.332624869	1.425124771	2	female	Buckwheat
22	68	NA	0.695070053	1.718414285	0.603744717	0.695070053	4	female	Buckwheat
22	70	NA	0.338622364	-1.38035652	3.051981553	0.338622364	1	female	Buckwheat
22	73	NA	1.553907208	-1.63257165	4.743902638	1.553907208	0	female	Buckwheat
22	76	NA	-0.391252421	-0.619058622	1.780898172	-0.391252421	1	female	Buckwheat
22	77	NA	-0.14885576	0.443795694	0.172085504	-0.14885576	2	female	Buckwheat
22	80	NA	1.181624364	1.479331747	1.112272562	1.181624364	3	female	Buckwheat
22	87	NA	-2.924343295	-0.87651321	-0.832296057	-2.924343295	1	female	Buckwheat
22	89	NA	-0.946441602	0.532931723	-0.056436275	-0.946441602	3	female	Buckwheat
22	95	NA	0.781525622	0.901495318	1.418968649	0.781525622	3	female	Buckwheat
22	96	NA	-0.682851675	-0.679281143	1.132646599	-0.682851675	1	female	Buckwheat
22	97	NA	-0.205281812	2.087598432	-1.152775472	-0.205281812	4	female	Buckwheat
22	100	NA	-0.823860685	-0.723699562	1.505441428	-0.823860685	1	female	Buckwheat
23	3	NA	-0.274669954	-1.704059553	-1.282256419	-0.274669954	0	female	Buckwheat
23	9	NA	0.704012605	0.916977091	0.53310855	0.704012605	3	female	Buckwheat
23	11	NA	1.548435491	0.315073242	0.796647724	1.548435491	2	female	Buckwheat
23	13	NA	0.400682467	-0.871037282	-0.944261461	0.400682467	1	female	Buckwheat
23	17	NA	0.297064396	0.870486354	0.823014668	0.297064396	3	female	Buckwheat
23	24	NA	-1.264764252	-0.918075332	-0.921456498	-1.264764252	1	female	Buckwheat
23	28	NA	-0.048570129	-0.920010942	-0.884646342	-0.048570129	1	female	Buckwheat
23	31	NA	0.003627979	0.426233575	0.603864592	0.003627979	2	female	Buckwheat
23	33	NA	0.756075457	-1.557927001	-1.166576913	0.756075457	0	female	Buckwheat
23	37	NA	0.496603323	-0.860625956	-0.349074385	0.496603323	1	female	Buckwheat
23	39	NA	0.821466144	-2.017371739	-1.294006853	0.821466144	0	female	Buckwheat
23	48	NA	0.047690498	-0.0686455	-0.309771243	0.047690498	2	female	Buckwheat
23	58	NA	-0.814641714	-1.101739144	-1.28171869	-0.814641714	1	female	Buckwheat
23	59	NA	0.18454038	0.773047891	0.740785692	0.18454038	3	female	Buckwheat
23	63	NA	-1.565433702	-0.102512508	-0.494476606	-1.565433702	2	female	Buckwheat
23	74	NA	0.061386411	0.0459885	0.197172476	0.061386411	2	female	Buckwheat
23	79	NA	1.32419214	-0.879103193	-0.506688985	1.32419214	1	female	Buckwheat
23	82	NA	2.678577045	-0.485534851	0.473331775	2.678577045	2	female	Buckwheat
23	88	NA	-0.0280069	-0.994729783	-1.090580715	-0.0280069	1	female	Buckwheat
23	95	NA	1.252287906	0.901495318	1.16269569	1.252287906	3	female	Buckwheat
24	4	NA	-1.183623594	1.011732536	2.184535964	-1.183623594	3	female	Buckwheat
24	11	NA	0.724191892	0.315073242	1.096415093	0.724191892	2	female	Buckwheat
24	12	NA	0.74345219	-2.247798349	-0.296111821	0.74345219	0	female	Buckwheat
24	13	NA	0.807521862	-0.871037282	0.059564412	0.807521862	1	female	Buckwheat
24	16	NA	0.87266102	-0.93606162	0.334081943	0.87266102	1	female	Buckwheat
24	17	NA	-0.860415111	0.870486354	2.126849994	-0.860415111	3	female	Buckwheat
24	18	NA	0.3627365	1.420853205	1.87324585	0.3627365	3	female	Buckwheat
24	33	NA	0.129585949	-1.557927001	0.534585249	0.129585949	0	female	Buckwheat
24	35	NA	1.306058987	0.327640741	-0.026612868	1.306058987	2	female	Buckwheat
24	38	NA	-1.14099485	-1.011812241	1.293936867	-1.14099485	1	female	Buckwheat
24	48	NA	-1.515894147	-0.0686455	1.562324573	-1.515894147	2	female	Buckwheat
24	51	NA	0.128596549	0.221045334	0.958129507	0.128596549	2	female	Buckwheat
24	60	NA	-2.331568608	0.136744878	2.315902981	-2.331568608	2	female	Buckwheat
24	64	NA	1.460640964	-0.582363557	-0.211874817	1.460640964	1	female	Buckwheat
24	69	NA	-0.084290701	0.866648514	1.876277619	-0.084290701	3	female	Buckwheat
24	70	NA	0.319259889	-1.38035652	0.224133657	0.319259889	1	female	Buckwheat
24	75	NA	-0.194970174	-0.834672886	1.192196753	-0.194970174	1	female	Buckwheat
24	81	NA	1.5085323	-0.067054644	-0.110210162	1.5085323	2	female	Buckwheat
24	85	NA	-0.684224784	-0.762366823	1.446833867	-0.684224784	1	female	Buckwheat
24	95	NA	-0.57390212	0.901495318	2.32453977	-0.57390212	3	female	Buckwheat
25	5	NA	-0.287815661	1.445907095	0.423617857	-0.287815661	3	female	Buckwheat
25	7	NA	-0.718785927	1.209975598	-0.081447535	-0.718785927	3	female	Buckwheat
25	10	NA	-0.100515121	-0.919341637	0.351767958	-0.100515121	1	female	Buckwheat
25	18	NA	-1.083129021	1.420853205	0.191535474	-1.083129021	3	female	Buckwheat
25	20	NA	0.317939365	0.868114935	0.366850811	0.317939365	3	female	Buckwheat
25	21	NA	-0.880954976	1.977623862	0.419927699	-0.880954976	4	female	Buckwheat
25	22	NA	-0.890887468	2.074652479	0.609073239	-0.890887468	4	female	Buckwheat
25	26	NA	-1.11799349	0.472105747	-0.068933901	-1.11799349	2	female	Buckwheat
25	41	NA	-2.660665484	0.842550021	-0.144966791	-2.660665484	3	female	Buckwheat
25	44	NA	1.199913402	0.866181951	0.505386679	1.199913402	3	female	Buckwheat
25	47	NA	-1.21680064	0.322152436	0.123822597	-1.21680064	2	female	Buckwheat
25	50	NA	-1.810805612	1.226620373	0.281538535	-1.810805612	3	female	Buckwheat
25	52	NA	1.863237485	-0.258653761	1.21555699	1.863237485	2	female	Buckwheat
25	54	NA	2.480710623	-2.266015122	0.979351053	2.480710623	0	female	Buckwheat
25	60	NA	0.158733918	0.136744878	0.220841138	0.158733918	2	female	Buckwheat
25	64	NA	-0.715989942	-0.582363557	0.10389806	-0.715989942	1	female	Buckwheat
25	72	NA	0.245918863	-0.914980171	0.141316958	0.245918863	1	female	Buckwheat
25	85	NA	0.736875496	-0.762366823	0.583617183	0.736875496	1	female	Buckwheat
25	90	NA	1.144059393	0.996396813	0.849590566	1.144059393	3	female	Buckwheat
25	91	NA	-0.940662937	-0.608937831	-0.123380904	-0.940662937	1	female	Buckwheat
26	4	NA	1.202133574	1.011732536	1.060250356	1.202133574	3	female	Buckwheat
26	12	NA	-0.574579852	-2.247798349	-1.213555048	-0.574579852	0	female	Buckwheat
26	14	NA	-0.237485165	0.409072202	1.075072858	-0.237485165	2	female	Buckwheat
26	18	NA	3.016564308	1.420853205	0.102187346	3.016564308	3	female	Buckwheat
26	19	NA	1.36483242	0.190322725	0.215164079	1.36483242	2	female	Buckwheat
26	24	NA	2.541357947	-0.918075332	-1.699029313	2.541357947	1	female	Buckwheat
26	25	NA	0.222542164	-0.012874037	0.481520664	0.222542164	2	female	Buckwheat
26	30	NA	0.261180758	-1.192432906	-0.53003084	0.261180758	1	female	Buckwheat
26	50	NA	-0.686345998	1.226620373	1.835253413	-0.686345998	3	female	Buckwheat
26	51	NA	0.667001689	0.221045334	0.185543203	0.667001689	2	female	Buckwheat
26	57	NA	-0.468544841	-0.520800496	0.667882297	-0.468544841	1	female	Buckwheat
26	60	NA	-0.199249329	0.136744878	1.029267512	-0.199249329	2	female	Buckwheat
26	67	NA	-0.316516571	1.548167008	2.16627621	-0.316516571	4	female	Buckwheat
26	74	NA	0.694089041	0.0459885	0.383642775	0.694089041	2	female	Buckwheat
26	77	NA	-0.316509994	0.443795694	1.07805793	-0.316509994	2	female	Buckwheat
26	89	NA	0.244246807	0.532931723	0.78274521	0.244246807	3	female	Buckwheat
26	90	NA	1.575756943	0.996396813	0.831083964	1.575756943	3	female	Buckwheat
26	91	NA	0.453194156	-0.608937831	-0.201366392	0.453194156	1	female	Buckwheat
26	93	NA	-0.617399549	-0.436399323	0.347946016	-0.617399549	2	female	Buckwheat
26	94	NA	-0.021439056	0.163716356	1.035437158	-0.021439056	2	female	Buckwheat
27	5	NA	-2.133975812	1.445907095	-0.250124876	-2.133975812	3	female	Buckwheat
27	12	NA	-0.381307182	-2.247798349	-0.292902474	-0.381307182	0	female	Buckwheat
27	18	NA	-0.663779454	1.420853205	0.709815012	-0.663779454	3	female	Buckwheat
27	19	NA	0.763559945	0.190322725	1.552580218	0.763559945	2	female	Buckwheat
27	24	NA	-0.472424184	-0.918075332	0.012128612	-0.472424184	1	female	Buckwheat
27	28	NA	-2.095054659	-0.920010942	-1.054474419	-2.095054659	1	female	Buckwheat
27	38	NA	0.093172105	-1.011812241	0.027511271	0.093172105	1	female	Buckwheat
27	40	NA	-1.819191437	-0.560295417	-0.638370929	-1.819191437	1	female	Buckwheat
27	44	NA	2.013232636	0.866181951	2.589855409	2.013232636	3	female	Buckwheat
27	52	NA	0.437160266	-0.258653761	0.894122161	0.437160266	2	female	Buckwheat
27	53	NA	-0.099212551	-0.724374909	0.274312716	-0.099212551	1	female	Buckwheat
27	55	NA	-1.147310001	-0.104531934	-0.201856544	-1.147310001	2	female	Buckwheat
27	64	NA	-0.49577225	-0.582363557	0.259779036	-0.49577225	1	female	Buckwheat
27	73	NA	0.066383538	-1.63257165	-0.017388698	0.066383538	0	female	Buckwheat
27	74	NA	0.697506929	0.0459885	1.672235943	0.697506929	2	female	Buckwheat
27	80	NA	-0.740580355	1.479331747	0.569671042	-0.740580355	3	female	Buckwheat
27	83	NA	-0.203284745	0.798978466	0.823385737	-0.203284745	3	female	Buckwheat
27	85	NA	0.95722536	-0.762366823	0.894797693	0.95722536	1	female	Buckwheat
27	96	NA	-1.415702292	-0.679281143	0.025794911	-1.415702292	1	female	Buckwheat
27	99	NA	0.470579641	-0.404941491	0.444726567	0.470579641	2	female	Buckwheat
28	2	NA	1.518587749	0.658228758	1.362682062	1.518587749	3	female	Buckwheat
28	15	NA	-0.318634045	-0.615829344	0.370832979	-0.318634045	1	female	Buckwheat
28	31	NA	0.599664578	0.426233575	1.14552888	0.599664578	2	female	Buckwheat
28	37	NA	-0.950778373	-0.860625956	-0.541340645	-0.950778373	1	female	Buckwheat
28	38	NA	1.781592964	-1.011812241	0.81624614	1.781592964	1	female	Buckwheat
28	41	NA	-1.016025887	0.842550021	1.109537303	-1.016025887	3	female	Buckwheat
28	42	NA	0.080001734	-0.176036826	0.798708354	0.080001734	2	female	Buckwheat
28	44	NA	-0.689551224	0.866181951	1.188592073	-0.689551224	3	female	Buckwheat
28	52	NA	-0.941393232	-0.258653761	0.431416794	-0.941393232	2	female	Buckwheat
28	60	NA	-0.349398705	0.136744878	0.675390266	-0.349398705	2	female	Buckwheat
28	62	NA	-0.753048808	0.541148142	1.069261799	-0.753048808	3	female	Buckwheat
28	64	NA	0.779788337	-0.582363557	0.547099296	0.779788337	1	female	Buckwheat
28	77	NA	1.28301808	0.443795694	1.124403414	1.28301808	2	female	Buckwheat
28	82	NA	0.550213356	-0.485534851	0.462706166	0.550213356	2	female	Buckwheat
28	84	NA	-0.752557352	0.288380761	0.585826347	-0.752557352	2	female	Buckwheat
28	87	NA	0.119585474	-0.87651321	-0.014696712	0.119585474	1	female	Buckwheat
28	90	NA	0.315334865	0.996396813	0.978593085	0.315334865	3	female	Buckwheat
28	92	NA	-0.046540649	0.229433234	0.768940209	-0.046540649	2	female	Buckwheat
28	96	NA	1.226699484	-0.679281143	0.522792974	1.226699484	1	female	Buckwheat
28	97	NA	-2.317014649	2.087598432	1.521639952	-2.317014649	4	female	Buckwheat
29	3	NA	-0.979766382	-1.704059553	2.019084392	-0.979766382	0	female	Buckwheat
29	5	NA	0.604970906	1.445907095	-1.618821498	0.604970906	3	female	Buckwheat
29	10	NA	-0.128764798	-0.919341637	1.28681648	-0.128764798	1	female	Buckwheat
29	18	NA	0.714640623	1.420853205	-1.824341085	0.714640623	3	female	Buckwheat
29	20	NA	-1.265673018	0.868114935	-2.343487186	-1.265673018	3	female	Buckwheat
29	24	NA	-0.192768101	-0.918075332	1.117967418	-0.192768101	1	female	Buckwheat
29	26	NA	-1.042299896	0.472105747	-1.251870884	-1.042299896	2	female	Buckwheat
29	38	NA	0.220848274	-1.011812241	1.43545863	0.220848274	1	female	Buckwheat
29	40	NA	-2.050508367	-0.560295417	-0.506119773	-2.050508367	1	female	Buckwheat
29	41	NA	0.222166743	0.842550021	-1.244456717	0.222166743	3	female	Buckwheat
29	46	NA	-1.297750017	0.727785292	-1.784003972	-1.297750017	3	female	Buckwheat
29	49	NA	1.058960603	1.44919978	-1.776780165	1.058960603	3	female	Buckwheat
29	53	NA	1.255169922	-0.724374909	2.143186433	1.255169922	1	female	Buckwheat
29	63	NA	0.343392371	-0.102512508	0.38481363	0.343392371	2	female	Buckwheat
29	71	NA	0.163559426	-0.545369656	0.528490976	0.163559426	1	female	Buckwheat
29	72	NA	-0.495742456	-0.914980171	1.392761637	-0.495742456	1	female	Buckwheat
29	74	NA	0.801274421	0.0459885	0.130784537	0.801274421	2	female	Buckwheat
29	80	NA	1.14536069	1.479331747	-1.855019347	1.14536069	3	female	Buckwheat
29	97	NA	-0.324448879	2.087598432	-3.481106636	-0.324448879	4	female	Buckwheat
29	100	NA	0.409010283	-0.723699562	0.937804649	0.409010283	1	female	Buckwheat
30	1	NA	-0.773394026	2.179235276	0.896482755	-0.773394026	4	female	Buckwheat
30	12	NA	0.388089411	-2.247798349	0.918462971	0.388089411	0	female	Buckwheat
30	15	NA	-0.680414304	-0.615829344	1.277195627	-0.680414304	1	female	Buckwheat
30	24	NA	-0.346235418	-0.918075332	0.850319665	-0.346235418	1	female	Buckwheat
30	42	NA	1.803303967	-0.176036826	0.850117918	1.803303967	2	female	Buckwheat
30	45	NA	-1.358712596	-0.472798559	0.768179866	-1.358712596	2	female	Buckwheat
30	46	NA	0.191283875	0.727785292	0.771857417	0.191283875	3	female	Buckwheat
30	50	NA	0.536063706	1.226620373	1.10460538	0.536063706	3	female	Buckwheat
30	56	NA	-0.095382844	0.452232528	0.968020392	-0.095382844	2	female	Buckwheat
30	67	NA	-0.185195844	1.548167008	0.930736762	-0.185195844	4	female	Buckwheat
30	71	NA	0.384635498	-0.545369656	1.205836573	0.384635498	1	female	Buckwheat
30	73	NA	-0.764764703	-1.63257165	1.157063925	-0.764764703	0	female	Buckwheat
30	76	NA	1.707828983	-0.619058622	0.741892062	1.707828983	1	female	Buckwheat
30	82	NA	1.486134397	-0.485534851	0.636368203	1.486134397	2	female	Buckwheat
30	85	NA	0.024473631	-0.762366823	1.064757158	0.024473631	1	female	Buckwheat
30	86	NA	-0.613375149	0.208683279	0.638905763	-0.613375149	2	female	Buckwheat
30	89	NA	-0.429167051	0.532931723	1.420696212	-0.429167051	3	female	Buckwheat
30	93	NA	-1.387138674	-0.436399323	0.736744956	-1.387138674	2	female	Buckwheat
30	96	NA	-0.849836	-0.679281143	1.243270186	-0.849836	1	female	Buckwheat
30	97	NA	0.112096155	2.087598432	0.906711451	0.112096155	4	female	Buckwheat
50	36	3	-3.052081839	-0.774441348	-0.742270301	-3.052081839	1	male	Littlehorn
53	29	3	-2.119765656	0.890028378	1.975417784	-2.119765656	3	male	Gracegull
60	22	3	-0.177836822	2.074652479	-0.269808776	-0.177836822	4	male	Gracegull
60	29	3	-0.986120729	0.890028378	0.600773723	-0.986120729	3	male	Gracegull
60	46	3	-0.635180143	0.727785292	0.131653777	-0.635180143	3	male	Gracegull
76	21	3	-0.318165703	1.977623862	-0.857024176	-0.318165703	4	male	Fluffytail
76	23	3	-0.84826993	1.530093417	-0.553529187	-0.84826993	4	male	Fluffytail
76	59	3	-1.58220082	0.773047891	-0.531409843	-1.58220082	3	male	Fluffytail
76	80	3	-0.580888598	1.479331747	-0.980159555	-0.580888598	3	male	Fluffytail
82	43	3	-1.090583879	1.169346301	-0.305282495	-1.090583879	3	male	Scarlet
85	1	3	0.280628223	2.179235276	0.816067627	0.280628223	4	male	Scarlet
85	49	3	-1.00567917	1.44919978	0.493183739	-1.00567917	3	male	Scarlet
45	5	4	-1.144493305	1.445907095	1.085750489	-1.144493305	3	male	Littlehorn
46	23	4	0.946226706	1.530093417	-1.170175295	0.946226706	4	male	Littlehorn
46	90	4	0.405574454	0.996396813	-0.827410767	0.405574454	3	male	Littlehorn
48	22	4	-0.833624449	2.074652479	-1.001733242	-0.833624449	4	male	Littlehorn
48	80	4	-0.43557762	1.479331747	-0.387684797	-0.43557762	3	male	Littlehorn
50	6	4	-0.094933159	0.53526369	-0.419993726	-0.094933159	3	male	Littlehorn
50	8	4	-0.745023219	0.584713161	-0.098386859	-0.745023219	3	male	Littlehorn
50	69	4	-0.789359733	0.866648514	-0.539833895	-0.789359733	3	male	Littlehorn
50	77	4	-0.649396442	0.443795694	-0.544216184	-0.649396442	2	male	Littlehorn
51	5	4	-0.787427446	1.445907095	1.785861539	-0.787427446	3	male	Gracegull
51	80	4	-1.55876967	1.479331747	0.934980572	-1.55876967	3	male	Gracegull
53	22	4	0.610671273	2.074652479	2.803726379	0.610671273	4	male	Gracegull
53	23	4	-0.809307654	1.530093417	2.304474479	-0.809307654	4	male	Gracegull
53	47	4	-1.534356818	0.322152436	0.95928123	-1.534356818	2	male	Gracegull
54	2	4	-1.386599179	0.658228758	0.343183559	-1.386599179	3	male	Gracegull
54	18	4	-0.080482615	1.420853205	0.351465248	-0.080482615	3	male	Gracegull
54	22	4	-0.950111057	2.074652479	0.217490185	-0.950111057	4	male	Gracegull
54	67	4	-0.777753251	1.548167008	0.539459761	-0.777753251	4	male	Gracegull
54	80	4	-0.806568604	1.479331747	0.538090414	-0.806568604	3	male	Gracegull
56	46	4	-0.801411228	0.727785292	1.533841247	-0.801411228	3	male	Gracegull
57	4	4	-0.914646402	1.011732536	1.259725552	-0.914646402	3	male	Gracegull
59	81	4	-3.080277001	-0.067054644	0.601452514	-3.080277001	2	male	Gracegull
60	4	4	-0.235061825	1.011732536	-0.213546899	-0.235061825	3	male	Gracegull
60	17	4	-1.382047583	0.870486354	1.121986323	-1.382047583	3	male	Gracegull
60	20	4	0.078422658	0.868114935	-0.76257315	0.078422658	3	male	Gracegull
60	86	4	-0.682746262	0.208683279	0.025256131	-0.682746262	2	male	Gracegull
60	90	4	0.282832007	0.996396813	-0.761911284	0.282832007	3	male	Gracegull
60	98	4	-1.844937414	-0.502208137	1.456966802	-1.844937414	1	male	Gracegull
67	1	4	-1.249448323	2.179235276	-2.811405228	-1.249448323	4	male	Jewels
69	20	4	-2.437480064	0.868114935	1.159800247	-2.437480064	3	male	Jewels
70	60	4	-2.281152251	0.136744878	0.364226225	-2.281152251	2	male	Jewels
72	49	4	-0.142112562	1.44919978	1.642371467	-0.142112562	3	male	Fluffytail
73	1	4	-1.244197277	2.179235276	1.244793334	-1.244197277	4	male	Fluffytail
73	21	4	-1.177917221	1.977623862	1.428749375	-1.177917221	4	male	Fluffytail
74	1	4	-2.099268617	2.179235276	1.52857401	-2.099268617	4	male	Fluffytail
76	8	4	-0.093573359	0.584713161	-0.45157169	-0.093573359	3	male	Fluffytail
76	41	4	0.008417309	0.842550021	-0.691710403	0.008417309	3	male	Fluffytail
76	49	4	0.616863588	1.44919978	-1.185280511	0.616863588	3	male	Fluffytail
79	80	4	-2.069220488	1.479331747	2.670199905	-2.069220488	3	male	Fluffytail
80	1	4	-1.23828688	2.179235276	1.94203796	-1.23828688	4	male	Fluffytail
80	4	4	-1.367276907	1.011732536	1.849743308	-1.367276907	3	male	Fluffytail
82	4	4	-0.823774707	1.011732536	-0.326865546	-0.823774707	3	male	Scarlet
82	20	4	-0.941455034	0.868114935	-0.392120081	-0.941455034	3	male	Scarlet
84	1	4	0.425436726	2.179235276	2.595031875	0.425436726	4	male	Scarlet
84	43	4	-0.364487341	1.169346301	1.334812882	-0.364487341	3	male	Scarlet
84	69	4	-1.602143598	0.866648514	1.397332774	-1.602143598	3	male	Scarlet
85	29	4	-1.556344701	0.890028378	0.512152649	-1.556344701	3	male	Scarlet
85	43	4	-0.157643035	1.169346301	0.645812337	-0.157643035	3	male	Scarlet
85	51	4	-1.701995999	0.221045334	-0.07560403	-1.701995999	2	male	Scarlet
85	59	4	-1.874867828	0.773047891	0.585740006	-1.874867828	3	male	Scarlet
45	25	5	-1.075895803	-0.012874037	0.406367322	-1.075895803	2	male	Littlehorn
45	41	5	-1.117607451	0.842550021	0.775193917	-1.117607451	3	male	Littlehorn
45	57	5	-1.111308845	-0.520800496	0.748428107	-1.111308845	1	male	Littlehorn
45	74	5	-1.083474793	0.0459885	0.431663403	-1.083474793	2	male	Littlehorn
45	94	5	-1.200021895	0.163716356	0.301909411	-1.200021895	2	male	Littlehorn
46	8	5	2.538395754	0.584713161	-1.85275951	2.538395754	3	male	Littlehorn
46	17	5	0.981374145	0.870486354	-1.310496495	0.981374145	3	male	Littlehorn
46	20	5	0.190363359	0.868114935	-0.310996419	0.190363359	3	male	Littlehorn
46	34	5	-0.94999951	-0.335548438	-0.068197754	-0.94999951	2	male	Littlehorn
46	38	5	-0.120830869	-1.011812241	0.09665433	-0.120830869	1	male	Littlehorn
46	45	5	-2.124789467	-0.472798559	0.534361591	-2.124789467	2	male	Littlehorn
46	51	5	0.601265477	0.221045334	-0.569572477	0.601265477	2	male	Littlehorn
46	76	5	-0.799028168	-0.619058622	0.092402442	-0.799028168	1	male	Littlehorn
46	86	5	-1.217703961	0.208683279	-0.130220268	-1.217703961	2	male	Littlehorn
46	94	5	1.436000652	0.163716356	-1.538031555	1.436000652	2	male	Littlehorn
47	7	5	-0.109860985	1.209975598	1.813930951	-0.109860985	3	male	Littlehorn
47	14	5	0.539959026	0.409072202	0.216085265	0.539959026	2	male	Littlehorn
47	46	5	-0.340431723	0.727785292	0.731137488	-0.340431723	3	male	Littlehorn
47	48	5	0.611433545	-0.0686455	-0.14839303	0.611433545	2	male	Littlehorn
47	67	5	-0.823304072	1.548167008	1.640841239	-0.823304072	4	male	Littlehorn
47	83	5	-0.526673468	0.798978466	0.577870641	-0.526673468	3	male	Littlehorn
47	90	5	0.08620707	0.996396813	1.455732709	0.08620707	3	male	Littlehorn
47	94	5	1.313508899	0.163716356	0.209578704	1.313508899	2	male	Littlehorn
48	5	5	0.161278011	1.445907095	-0.642989774	0.161278011	3	male	Littlehorn
48	25	5	-0.718158943	-0.012874037	0.342511598	-0.718158943	2	male	Littlehorn
48	52	5	-0.334386032	-0.258653761	0.6348346	-0.334386032	2	male	Littlehorn
48	65	5	-0.816679644	-0.490006807	0.2907132	-0.816679644	2	male	Littlehorn
48	72	5	-0.640097084	-0.914980171	0.405715521	-0.640097084	1	male	Littlehorn
